loc,v(g),n,v,e,lOComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
9,3,22,89.92,577.01,0,11,6,15,7,0
5,1,18,66.61,333.04,0,10,3,15,3,0
4,1,17,60.94,274.25,0,9,3,14,3,0
10,3,0,0,0,0,0,0,0,0,0
14,3,25,100,642.86,0,9,7,15,10,0
4,1,16,57.36,258.12,0,9,3,13,3,0
11,1,0,0,0,0,0,0,0,0,0
15,2,57,264.7,2807.71,0,11,14,30,27,0
11,2,27,105.49,461.5,0,7,8,17,10,0
7,2,15,53.77,268.87,0,8,4,10,5,0
61,7,0,0,0,0,0,0,0,0,0
4,1,4,8,12,0,3,1,3,1,0
8,1,42,184.48,876.27,0,7,14,23,19,0
25,5,66,310.23,3567.63,0,13,13,43,23,0
37,3,127,616.96,14873.23,2,15,14,82,45,0
18,2,53,216.64,3375.9,0,11,6,36,17,0
53,8,132,707.2,12773.74,4,17,24,81,51,0
13,3,32,130.8,697.59,0,8,9,20,12,0
86,16,215,1173.78,44016.67,14,22,22,140,75,0
79,7,151,798.1,17267.89,13,17,22,95,56,0
15,1,20,78.14,234.41,5,6,9,11,9,0
63,5,124,650.74,11595.06,9,16,22,75,49,0
26,7,75,371.56,5048.91,0,14,17,42,33,0
4,1,9,28.53,85.59,0,6,3,6,3,0
59,8,204,1126.81,31717.52,2,19,27,124,80,0
29,4,91,474.06,7857.55,0,17,20,52,39,0
15,2,37,162.52,1251.37,0,11,10,23,14,0
7,1,16,55.35,126.52,0,4,7,8,8,0
22,3,55,252.17,2395.64,0,12,12,36,19,0
41,6,124,641.07,11282.84,0,16,20,80,44,0
7,1,15,55.51,222.03,0,8,5,10,5,0
82,13,301,1633.31,78824.75,6,20,23,190,111,0
23,6,62,291.43,4419.98,0,14,12,36,26,0
31,4,80,403.55,3631.96,2,11,22,44,36,0
12,2,20,74.01,302.2,1,7,6,13,7,0
5,1,7,16.25,24.38,0,3,2,5,2,0
41,8,169,963.37,23181.19,0,20,32,92,77,0
10,2,14,50.19,175.66,1,7,5,9,5,0
7,1,15,53.77,161.32,0,6,6,9,6,0
34,6,55,241.58,1721.24,3,9,12,36,19,0
26,5,60,263.54,2874.97,0,10,11,36,24,0
4,1,4,8,12,0,3,1,3,1,0
15,3,34,138.97,1290.47,0,10,7,21,13,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,10,31.7,95.1,0,6,3,7,3,0
7,1,14,48.43,145.3,1,6,5,9,5,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,6,15.51,31.02,0,4,2,4,2,0
10,2,17,62.91,220.18,1,7,6,11,6,0
4,1,10,31.7,95.1,0,6,3,7,3,0
5,1,10,31.7,95.1,0,6,3,7,3,0
7,1,14,48.43,145.3,1,6,5,9,5,0
114,15,364,2084.96,88998.14,10,18,35,198,166,0
14,2,0,0,0,0,0,0,0,0,0
36,4,106,552.2,8066.95,3,14,23,58,48,0
4,1,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0
25,2,66,320.63,3777.38,1,13,16,37,29,0
42,7,152,874.74,15670.39,2,19,35,86,66,0
16,2,56,277.43,2513.23,0,14,17,34,22,0
11,2,30,129.66,689.54,1,9,11,17,13,0
27,3,62,284.27,3411.21,0,12,12,38,24,0
18,2,53,239.75,2746.21,0,12,11,32,21,0
22,2,64,293.44,2127.42,1,8,16,35,29,0
9,3,21,85.84,550.79,0,11,6,14,7,0
35,11,0,0,0,0,0,0,0,0,0
126,18,0,0,0,0,0,0,0,0,0
67,7,0,0,0,0,0,0,0,0,0
73,10,0,0,0,0,0,0,0,0,0
48,6,117,609.51,16851.05,4,20,17,70,47,0
35,3,90,432.66,6327.68,2,12,16,51,39,0
18,2,62,287.92,3586.99,0,13,12,39,23,0
15,2,61,283.28,3529.14,0,13,12,38,23,0
13,2,0,0,0,0,0,0,0,0,0
78,13,0,0,0,0,0,0,0,0,0
194,31,621,3780.31,216201.81,25,21,47,365,256,0
48,3,64,289.51,2919.21,3,11,12,42,22,0
11,2,30,129.66,689.54,1,9,11,17,13,0
65,10,177,1008.98,29428.52,3,25,27,114,63,0
50,2,133,726.1,13244.14,5,19,25,85,48,0
37,2,117,609.51,8347.58,3,14,23,73,45,0
23,4,93,437.14,8924.96,0,14,12,58,35,0
16,4,35,133.26,2332,2,10,4,21,14,0
44,10,193,1066.05,42641.9,0,23,23,113,80,0
62,5,108,540,13770,17,17,15,63,45,0
37,6,76,361.37,8935.73,6,16,11,42,34,0
8,3,23,87.57,583.79,0,8,6,13,10,0
11,2,30,129.66,689.54,1,9,11,17,13,0
41,6,105,538.57,10681.73,2,17,18,63,42,0
53,3,158,851.99,14418.23,5,16,26,103,55,0
13,1,54,240.81,2287.69,0,11,11,35,19,0
164,18,584,3762.68,147640.36,20,24,63,381,206,0
47,2,131,677.26,9569.98,3,13,23,81,50,0
26,1,68,336.89,1670.39,7,7,24,34,34,0
17,2,43,204.46,2044.6,0,15,12,27,16,0
4,1,9,25.27,94.75,0,5,2,6,3,0
9,2,34,146.95,841.6,0,9,11,20,14,0
33,3,99,470.73,8871.52,0,14,13,64,35,0
11,2,23,87.57,467.04,0,8,6,15,8,0
32,8,113,620.58,12163.36,0,20,25,64,49,0
9,2,22,83.76,628.21,0,10,4,16,6,0
21,4,79,391.38,7603.98,0,17,14,47,32,0
69,6,215,1381.65,18610.99,0,19,67,120,95,0
96,9,239,1464.9,33274.12,7,21,49,133,106,0
15,2,55,255.41,3413.23,1,14,11,34,21,0
55,3,155,767.9,19797.43,24,15,16,100,55,0
24,3,70,346.79,3175.9,0,12,19,41,29,0
90,9,365,1980.59,72522.48,4,13,30,196,169,0
27,4,102,510,9690,8,16,16,64,38,0
23,3,39,176.42,1605.41,3,13,10,25,14,0
141,17,475,3113.43,172016.99,9,34,60,280,195,0
18,2,0,0,0,0,0,0,0,0,0
47,2,131,682.44,10384.93,3,14,23,81,50,0
56,3,144,755.7,10413.57,5,13,25,91,53,0
50,5,98,465.98,10775.76,10,15,12,61,37,0
23,1,111,471.52,6858.47,0,8,11,71,40,0
27,3,61,272.03,2833.6,3,10,12,36,25,0
34,6,0,0,0,0,0,0,0,0,0
11,2,34,149.34,950.34,1,10,11,20,14,0
9,2,34,146.95,841.6,0,9,11,20,14,0
29,6,74,339.29,6220.27,0,15,9,52,22,0
12,4,40,175.69,2141.25,2,13,8,25,15,0
11,2,32,133.44,1000.78,0,10,8,20,12,0
55,4,184,1038.47,18723.92,2,17,33,114,70,0
28,6,0,0,0,0,0,0,0,0,0
11,3,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0
24,3,73,325.54,3380.59,2,9,13,43,30,0
16,3,37,151.24,941.02,0,8,9,23,14,0
38,2,95,475,6280.56,9,14,18,61,34,0
10,2,37,157.17,1060.92,0,9,10,22,15,0
12,2,57,264.7,3010.96,0,13,12,36,21,0
12,3,46,202.05,1653.11,0,10,11,28,18,0
16,2,0,0,0,0,0,0,0,0,0
27,3,98,502.67,8889.32,0,16,19,56,42,0
28,3,0,0,0,0,0,0,0,0,0
37,4,170,973.75,24282.8,0,21,32,94,76,0
29,3,104,533.45,9208.95,3,16,19,63,41,0
43,9,123,630.9,18729.9,0,19,16,73,50,0
28,3,115,512.83,14808.1,0,14,8,82,33,0
17,3,55,248.8,2009.51,0,10,13,34,21,0
33,5,97,493.48,14452.03,3,20,14,56,41,0
15,1,40,166.8,1667.97,3,10,8,24,16,0
50,6,0,0,0,0,0,0,0,0,0
148,12,523,3216.32,225142.24,1,28,43,308,215,0
40,10,0,0,0,0,0,0,0,0,0
16,3,35,158.32,1381.74,0,12,11,19,16,0
22,8,161,658.08,24431.28,0,12,8,111,66,0
62,10,159,851.85,24149.97,5,21,20,105,54,0
34,5,98,510.53,9112.9,2,17,21,61,44,0
41,4,93,530.14,8619.36,0,24,30,53,42,0
8,1,18,66.61,166.52,0,5,8,10,8,0
6,1,4,8,12,0,3,1,3,1,0
65,10,177,1036.85,26232.62,0,24,36,101,78,0
8,1,18,66.61,166.52,0,5,8,10,8,0
37,4,116,574.69,8059.98,3,11,20,65,51,0
39,4,116,574.69,8059.98,6,11,20,65,51,0
39,4,116,574.69,8059.98,3,11,20,65,51,0
8,1,18,66.61,166.52,0,5,8,10,8,0
58,8,179,977.24,20382.4,4,16,28,106,73,0
6,1,4,8,12,0,3,1,3,1,0
8,1,18,66.61,166.52,0,5,8,10,8,0
58,10,192,968.52,29055.71,5,15,18,120,72,0
9,2,18,66.61,199.82,0,6,7,11,7,0
17,3,0,0,0,0,0,0,0,0,0
14,2,42,189.99,1393.26,0,11,12,26,16,0
26,6,56,263.22,4723.42,0,17,9,37,19,0
9,2,18,66.61,199.82,0,6,7,11,7,0
7,2,20,78.14,446.5,0,8,7,10,10,0
44,4,131,706.39,11528.34,0,17,25,83,48,0
42,4,171,955.03,15996.73,0,16,32,104,67,0
41,4,157,857.13,14693.67,0,16,28,97,60,0
17,2,52,238.42,1716.61,0,9,15,28,24,0
17,11,0,0,0,0,0,0,0,0,0
37,6,64,285.4,2711.33,0,11,11,45,19,0
33,7,0,0,0,0,0,0,0,0,0
65,6,112,596.06,9119.66,24,15,25,61,51,0
21,4,50,235.02,3365.09,2,15,11,29,21,0
7,1,17,58.81,134.42,0,4,7,9,8,0
14,4,40,169.92,1840.77,0,13,6,30,10,0
15,3,32,130.8,959.19,0,11,6,24,8,0
9,4,36,155.59,1815.21,0,14,6,26,10,0
20,5,56,263.22,3685.14,2,14,12,32,24,0
4,2,11,34.87,183.06,0,7,2,8,3,0
14,3,36,158.12,1541.7,0,13,8,24,12,0
43,11,102,527.33,12524.14,1,20,16,64,38,0
119,18,475,3269.26,92277.37,7,25,93,265,210,0
4,1,7,19.65,58.95,0,6,1,6,1,0
75,12,0,0,0,0,0,0,0,0,0
9,2,14,46.51,139.52,0,6,4,10,4,0
4,1,10,33.22,116.27,0,7,3,7,3,0
35,13,0,0,0,0,0,0,0,0,0
39,14,0,0,0,0,0,0,0,0,0
34,4,0,0,0,0,0,0,0,0,0
65,1,188,1081.92,9629.08,8,9,45,99,89,0
189,1,530,3449.13,68982.62,51,13,78,290,240,0
178,6,544,3689.06,111594.06,33,22,88,302,242,0
146,1,535,3185.5,89066.44,16,12,50,302,233,0
4,1,11,34.87,69.74,0,4,5,6,5,0
41,3,75,371.56,4702.62,8,15,16,48,27,0
8,1,13,43.19,129.56,0,6,4,9,4,0
32,10,69,341.84,5679.8,5,18,13,45,24,0
75,7,235,1382.42,36670.54,14,21,38,139,96,0
91,2,267,1564.08,31645.36,20,15,43,151,116,0
25,2,48,214.05,1345.47,7,8,14,26,22,0
24,4,82,439.32,5501.48,6,19,22,53,29,0
36,5,122,670.01,13777,7,21,24,75,47,0
4,1,11,34.87,69.74,0,4,5,6,5,0
88,10,249,1526.19,31840.54,13,19,51,137,112,0
34,1,116,617.34,7011.26,4,12,28,63,53,0
150,20,382,2428.58,84414.26,25,24,58,214,168,0
10,1,12,39.86,186.03,1,7,3,8,4,0
5,1,21,69.76,232.53,0,4,6,11,10,0
12,1,24,86.04,236.61,4,4,8,13,11,0
8,1,19,74.23,389.71,0,9,6,12,7,0
4,1,4,8,12,0,3,1,3,1,0
8,1,19,72.34,325.53,0,9,5,14,5,0
45,9,0,0,0,0,0,0,0,0,0
9,3,22,83.76,678.47,0,9,5,13,9,0
9,3,23,89.86,808.73,0,10,5,14,9,0
13,2,29,113.3,693.96,0,7,8,15,14,0
12,2,29,113.3,693.96,0,7,8,15,14,0
13,1,37,148,799.2,0,6,10,19,18,0
28,9,77,366.13,6407.21,1,15,12,49,28,0
13,1,37,148,799.2,0,6,10,19,18,0
26,8,69,324.33,5528.36,1,15,11,44,25,0
13,1,37,148,799.2,0,6,10,19,18,0
22,6,53,243,3847.55,1,15,9,34,19,0
13,1,37,148,799.2,0,6,10,19,18,0
20,5,45,203.56,3053.4,1,15,8,29,16,0
19,4,36,152.93,1704.03,0,12,7,23,13,0
47,5,113,609.33,12463.61,9,20,22,68,45,0
47,5,113,609.33,12463.61,9,20,22,68,45,0
16,2,29,113.3,693.96,3,7,8,15,14,0
66,8,190,1043.45,30051.42,9,20,25,118,72,0
68,8,190,1043.45,30051.42,9,20,25,118,72,0
12,3,26,98.99,1113.65,0,10,4,17,9,0
17,6,0,0,0,0,0,0,0,0,0
15,4,0,0,0,0,0,0,0,0,0
16,2,48,217.13,1791.33,1,11,12,30,18,0
21,2,72,338.43,3771.1,1,12,14,46,26,0
15,2,48,217.13,1791.33,1,11,12,30,18,0
21,3,70,340.06,4126.05,0,14,15,44,26,0
20,4,60,275.1,3851.37,0,14,10,40,20,0
16,2,48,217.13,1791.33,1,11,12,30,18,0
50,4,176,863.61,38214.86,0,18,12,117,59,0
16,2,48,217.13,1791.33,1,11,12,30,18,0
46,6,68,319.63,5448.24,6,15,11,43,25,0
16,2,48,217.13,1791.33,1,11,12,30,18,0
13,4,42,178.41,1284.57,0,9,10,26,16,0
12,4,35,143.06,643.78,0,9,8,27,8,0
17,2,33,144.95,1352.83,3,12,9,19,14,0
16,2,36,155.59,1750.38,3,12,8,21,15,0
16,2,36,155.59,1750.38,3,12,8,21,15,0
15,3,46,191.82,2712.83,2,11,7,28,18,0
36,7,81,408.6,6729.82,1,16,17,46,35,0
34,4,60,267.57,3612.14,3,11,11,33,27,0
4,1,13,44.97,179.89,0,8,3,10,3,0
34,4,60,267.57,3612.14,3,11,11,33,27,0
14,2,26,104,1029.59,3,11,5,17,9,0
25,3,60,305.25,2670.92,3,14,20,35,25,0
28,6,0,0,0,0,0,0,0,0,0
6,1,12,39.86,99.66,0,5,5,7,5,0
70,8,212,1196.5,24963.29,15,17,33,131,81,0
34,4,80,388.64,4262.88,4,13,16,53,27,0
27,3,97,512.67,5383.18,0,13,26,55,42,0
66,13,206,1162.63,37910.19,0,22,28,123,83,0
21,3,0,0,0,0,0,0,0,0,0
27,3,61,299.32,3273.82,0,14,16,36,25,0
18,2,69,324.33,4162.24,0,14,12,47,22,0
67,3,235,1393.72,25905.07,0,10,37,76,74,0
32,5,144,781.38,18846.94,0,18,25,77,67,0
37,3,264,1466.41,30588.43,1,15,32,175,89,0
56,8,152,808.93,16016.87,6,15,25,86,66,0
26,6,90,437.22,9147.95,0,16,13,63,34,0
14,4,48,172.08,3097.41,0,8,4,30,18,0
20,2,56,260.06,2554.12,2,11,14,31,25,0
20,3,68,340,3264,0,12,20,36,32,0
151,7,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0
10,1,21,69.76,232.53,2,4,6,11,10,0
79,8,222,1289.23,50838.75,8,26,30,131,91,0
84,13,0,0,0,0,0,0,0,0,0
58,7,164,925.59,23635.66,8,22,28,100,65,0
10,1,21,69.76,232.53,2,4,6,11,10,0
8,1,13,39,70.2,0,3,5,7,6,0
8,1,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0
6,1,13,41.21,61.81,0,3,6,7,6,0
38,4,102,542.84,5001.85,2,12,28,59,43,0
9,1,22,85.95,451.25,0,9,6,15,7,0
4,1,6,15.51,38.77,0,5,1,5,1,0
5,1,7,19.65,49.13,0,5,2,5,2,0
5,1,7,19.65,49.13,0,5,2,5,2,0
25,4,77,388.42,7907.09,6,19,14,47,30,0
8,2,24,96,555.43,0,9,7,15,9,0
11,2,17,62.91,301.96,0,8,5,11,6,0
9,2,13,44.97,161.9,0,6,5,7,6,0
27,3,72,356.7,6280.51,1,17,14,43,29,0
29,3,76,380,6675.33,2,17,15,45,31,0
28,3,90,450,8160,1,17,15,58,32,0
25,3,68,330.34,5488.77,1,16,13,41,27,0
8,1,19,68.11,333.76,1,7,5,12,7,0
23,4,51,227.43,1810.7,0,9,13,28,23,0
25,2,97,485,5674.5,3,12,20,58,39,0
86,8,133,697.97,20163.7,15,20,18,81,52,0
93,9,154,830.42,25327.71,16,21,21,93,61,0
93,9,195,1044.72,32336.65,16,20,21,130,65,0
109,12,232,1266.59,49149.13,17,21,23,147,85,0
75,7,111,555,15341.79,12,18,14,68,43,0
38,4,136,697.58,11541.82,4,13,22,80,56,0
15,3,27,114.69,788.52,0,11,8,17,10,0
27,2,105,534.18,6264.52,3,12,22,62,43,0
62,8,113,597.25,16617.61,7,22,17,70,43,0
37,4,75,368.02,6256.29,1,17,13,49,26,0
67,9,130,705.41,20280.66,8,23,20,80,50,0
66,9,149,803.46,22536.92,8,22,20,98,51,0
77,10,169,933.48,28471.2,7,23,23,108,61,0
48,7,93,469.13,11141.81,4,19,14,58,35,0
11,1,40,178.38,1189.18,2,10,12,24,16,0
12,3,38,171.9,1593.94,0,12,11,21,17,0
24,4,77,388.42,7907.09,6,19,14,47,30,0
23,4,120,620.39,13152.29,0,16,20,67,53,0
5,1,6,15.51,31.02,0,4,2,4,2,0
12,2,24,91.38,1005.14,0,11,3,18,6,0
8,2,21,77.71,453.3,0,7,6,11,10,0
8,2,26,104,866.67,0,10,6,16,10,0
145,7,402,2653.16,82911.41,18,25,72,222,180,0
39,6,127,666.49,13488.42,0,17,21,77,50,0
45,5,106,548.01,8220.18,2,15,21,64,42,0
29,4,58,287.34,2957.95,2,14,17,33,25,0
46,5,106,548.01,8220.18,2,15,21,64,42,0
49,6,116,608.76,9961.52,2,16,22,71,45,0
136,31,457,2688.37,190629.72,0,26,33,277,180,0
17,3,37,151.24,1728.41,5,10,7,21,16,0
42,4,128,685.77,11191.71,0,16,25,77,51,0
43,16,179,886.8,28266.79,0,15,16,111,68,0
113,42,1265,7879.46,673693.46,26,27,48,961,304,0
149,31,1249,7803.66,655746.45,54,27,49,944,305,0
19,3,56,272.05,3300.84,0,14,15,30,26,0
203,17,683,4254.28,370122.64,0,29,46,407,276,0
36,4,88,431.81,5943.69,2,13,17,52,36,0
133,24,405,2341.45,152269.83,23,24,31,237,168,0
37,5,122,625.77,13888.67,0,17,18,75,47,0
43,4,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0
73,9,144,755.7,12574.87,13,13,25,80,64,0
33,1,71,367.06,2080.03,6,9,27,37,34,0
40,2,109,576.11,7904.21,10,14,25,60,49,0
43,4,63,292.56,5046.71,12,15,10,41,23,0
102,1,299,1844.81,27031.12,19,13,59,166,133,0
138,1,422,2682.89,43462.77,27,12,70,233,189,0
109,1,327,2030.49,31589.12,20,13,61,181,146,0
282,1,885,6214.8,159693.22,67,15,115,491,394,0
16,2,14,50.19,150.57,6,6,6,8,6,0
22,4,55,267.19,3617.33,0,16,13,33,22,0
74,5,209,1234.54,21099.41,18,16,44,115,94,0
32,8,72,334.36,3677.93,8,11,14,44,28,0
11,1,22,85.95,286.51,2,6,9,12,10,0
54,6,89,432.36,8514.17,11,16,13,58,32,0
4,1,4,8,12,0,3,1,3,1,0
45,2,86,413.43,3307.46,11,8,20,46,40,0
39,3,70,350,2841.67,11,11,21,39,31,0
28,1,76,372.92,3670.35,6,11,19,42,34,0
30,2,66,298.56,2468.06,6,8,15,35,31,0
26,2,49,221.65,1359.48,6,8,15,26,23,0
54,7,141,778.82,16271.82,11,18,28,76,65,0
16,1,33,144.95,624.38,3,8,13,19,14,0
15,1,32,130.8,535.09,4,6,11,17,15,0
56,2,116,637.05,4379.75,13,9,36,61,55,0
10,1,22,85.95,286.51,1,6,9,12,10,0
9,1,17,60.94,121.89,2,4,8,9,8,0
66,8,136,779,11035.79,17,17,36,76,60,0
62,12,185,1038.72,18382.22,8,16,33,112,73,0
27,2,51,227.43,1494.55,7,8,14,28,23,0
33,1,68,293.89,2294.61,10,7,13,39,29,0
20,1,50,212.4,1300.93,4,7,12,29,21,0
15,1,32,130.8,535.09,4,6,11,17,15,0
27,5,54,256.76,1941.78,7,11,16,32,22,0
30,4,74,370,3552,9,12,20,42,32,0
48,5,117,618.39,8348.29,12,13,26,63,54,0
13,1,29,107.31,333.86,3,4,9,15,14,0
21,5,61,305,2712.89,4,13,19,35,26,0
52,2,131,727.65,8797.96,9,14,33,74,57,0
4,1,11,34.87,69.74,0,4,5,6,5,0
21,9,62,301.19,5436.57,0,19,10,43,19,0
35,3,64,310.91,3410.3,0,13,16,37,27,0
34,10,118,651.78,12318.65,0,21,25,73,45,0
10,2,21,82.04,300.83,0,6,9,10,11,0
4,1,5,11.61,17.41,0,3,2,3,2,0
18,2,44,171.9,1768.15,2,8,7,26,18,0
17,4,38,171.9,2946.78,0,16,7,23,15,0
34,6,151,725.91,47184.19,3,20,8,99,52,0
22,5,68,330.34,6098.63,1,16,13,38,30,0
9,2,14,46.51,244.16,0,6,4,7,7,0
21,3,82,406.24,3406.91,0,9,22,41,41,0
15,4,25,102.19,357.65,1,7,10,15,10,0
45,9,175,1025.15,24432.66,1,22,36,97,78,0
23,4,0,0,0,0,0,0,0,0,0
29,8,0,0,0,0,0,0,0,0,0
81,11,241,1399.57,67179.48,6,28,28,145,96,0
16,8,55,214.88,2900.87,0,9,6,37,18,0
26,4,70,343.48,3778.31,2,12,18,37,33,0
18,6,66,285.25,7416.43,0,13,7,38,28,0
15,2,29,116,1044,1,9,7,15,14,0
15,3,41,187.98,1511.1,0,11,13,22,19,0
14,5,49,191.44,1786.75,2,6,9,21,28,0
12,2,26,98.99,791.93,0,8,6,14,12,0
15,2,45,194.49,1458.65,0,10,10,30,15,0
66,7,124,641.07,16988.37,6,18,18,71,53,0
74,8,162,867.92,26428.27,7,21,20,104,58,0
33,9,79,322.91,5074.29,0,10,7,57,22,0
25,4,152,803.38,18163.4,0,16,23,87,65,0
7,1,12,41.51,124.54,1,6,5,7,5,0
18,4,63,302.86,5382.71,0,17,11,40,23,0
18,4,63,302.86,5382.71,0,17,11,40,23,0
13,2,33,134.89,758.74,0,9,8,23,10,0
48,7,99,503.66,9821.35,4,17,17,60,39,0
59,9,138,734.43,21094.35,7,22,18,91,47,0
5,1,10,31.7,166.42,0,7,2,7,3,0
25,9,0,0,0,0,0,0,0,0,0
28,6,50,232.19,2036.15,0,12,13,31,19,0
15,4,28,112,1026.67,0,10,6,17,11,0
41,10,95,494.9,9377.02,0,18,19,55,40,0
65,25,0,0,0,0,0,0,0,0,0
19,5,50,247.71,3308.7,0,17,14,28,22,0
36,3,78,352.84,4885.45,6,10,13,42,36,0
14,3,20,69.19,423.78,0,7,4,13,7,0
14,3,20,69.19,423.78,0,7,4,13,7,0
5,2,9,28.53,71.32,0,5,4,5,4,0
4,1,9,28.53,85.59,0,6,3,6,3,0
13,5,57,267.93,4715.48,0,16,10,35,22,0
61,24,342,1807.61,99171.92,0,19,22,228,142,0
25,3,128,615.34,10597.55,3,10,18,66,62,0
93,34,335,1978.81,80766.63,10,22,38,198,141,0
34,11,0,0,0,0,0,0,0,0,0
40,11,0,0,0,0,0,0,0,0,0
19,3,45,211.52,2009.44,2,13,13,26,19,0
13,3,36,140.65,1406.48,0,10,5,26,10,0
31,3,90,375.29,11205.18,4,11,7,52,38,0
13,3,27,112.59,1238.47,1,12,6,16,11,0
20,3,42,201.91,2652.35,0,17,11,25,17,0
13,3,27,112.59,1238.47,1,12,6,16,11,0
7,2,19,60.23,527,0,7,2,14,5,0
21,3,44,215.9,2914.69,0,18,12,26,18,0
16,2,66,228.32,5793.68,0,7,4,37,29,0
4,1,7,19.65,49.13,0,5,2,5,2,0
7,1,15,45,225,0,5,3,9,6,0
9,2,25,97.67,781.38,1,10,5,17,8,0
4,1,3,4.75,0,0,3,0,3,0,0
17,3,34,153.8,1258.37,1,12,11,19,15,0
28,4,46,218.72,2031.02,7,13,14,26,20,0
16,3,34,153.8,1258.37,1,12,11,19,15,0
27,4,46,218.72,2031.02,7,13,14,26,20,0
10,1,18,64.53,225.85,2,6,6,11,7,0
15,2,24,96,432,1,8,8,15,9,0
19,3,44,204.33,1992.21,2,13,12,26,18,0
40,3,68,340,3702.22,6,14,18,40,28,0
6,2,16,55.35,369.01,0,8,3,11,5,0
49,6,155,856.15,14034.78,5,18,28,104,51,0
61,7,167,937.66,19690.79,11,21,28,111,56,0
33,6,83,411.2,8971.6,1,20,11,59,24,0
4,1,8,24,72,0,6,2,6,2,0
17,4,33,144.95,2029.25,1,14,7,19,14,0
4,1,9,27,67.5,0,5,3,6,3,0
7,1,21,54.28,542.84,0,5,1,17,4,0
62,1,254,1410.87,21339.34,5,11,36,155,99,0
57,1,239,1304.8,20659.4,5,11,33,144,95,0
15,2,51,208.46,1386.26,0,7,10,32,19,0
23,3,69,316.36,3212.3,0,11,13,45,24,0
13,1,39,168.56,771.46,0,7,13,22,17,0
12,1,31,124,806,0,8,8,18,13,0
11,2,17,58.81,171.53,0,5,6,10,7,0
16,4,64,322.84,2767.21,0,12,21,34,30,0
23,2,43,185.84,2588.53,6,13,7,28,15,0
24,3,0,0,0,0,0,0,0,0,0
22,4,60,278.63,5448.79,1,16,9,38,22,0
91,15,354,2139.72,74890.04,3,22,44,214,140,0
22,4,60,278.63,5448.79,1,16,9,38,22,0
38,2,87,387.97,6207.53,6,11,11,55,32,0
22,4,60,278.63,5448.79,1,16,9,38,22,0
22,4,55,258.51,2880.7,0,12,14,29,26,0
122,22,870,4858.92,406148.33,0,14,34,464,406,0
54,8,182,918.08,43785.34,7,20,13,120,62,0
41,11,0,0,0,0,0,0,0,0,0
17,2,69,397.09,2391.55,0,10,44,16,53,0
10,1,16,55.35,126.52,0,4,7,8,8,0
23,2,50,222.97,2809.44,2,12,10,29,21,0
240,16,0,0,0,0,0,0,0,0,0
128,2,683,4840.74,44654.86,3,7,129,343,340,0
105,1,425,2759.04,13602.7,0,4,86,213,212,0
40,1,181,982.15,4533.02,0,4,39,91,90,0
49,1,315,1930.72,9185.57,0,4,66,158,157,0
27,3,65,298.02,1840.73,2,7,17,35,30,0
8,1,11,30.88,46.32,0,3,4,7,4,0
4,1,7,19.65,39.3,0,4,3,4,3,0
36,3,132,687.65,10882.77,0,14,23,80,52,0
75,14,179,965.22,22972.35,3,17,25,109,70,0
76,12,317,1880.04,81705.68,0,24,37,183,134,0
53,10,156,871.25,17736.25,4,20,28,99,57,0
17,5,65,298.02,3530.42,0,11,13,37,28,0
67,1,441,2869.94,14514.63,0,4,87,221,220,0
42,1,291,1752.51,8331.6,1,4,61,146,145,0
38,4,100,532.19,4844.79,2,11,29,52,48,0
19,2,52,244.42,1412.22,5,8,18,26,26,0
82,10,0,0,0,0,0,0,0,0,0
102,13,262,1541.25,51956.43,25,21,38,142,122,0
55,10,128,628.08,10545.17,4,11,19,70,58,0
40,4,111,582.52,8027.12,6,13,25,58,53,0
17,2,30,120,504,0,6,10,16,14,0
15,1,46,191.82,2260.7,1,11,7,31,15,0
68,14,0,0,0,0,0,0,0,0,0
33,6,0,0,0,0,0,0,0,0,0
57,9,156,841.2,19162.57,9,17,25,89,67,0
28,5,94,465.69,6029.52,1,12,19,53,41,0
83,3,222,1360.7,23786.59,0,17,53,113,109,0
150,18,393,2349.07,96899.18,23,21,42,228,165,0
32,2,103,532.5,4915.41,0,10,26,55,48,0
35,4,0,0,0,0,0,0,0,0,0
44,6,0,0,0,0,0,0,0,0,0
26,6,72,330.12,5657.01,3,13,11,43,29,0
23,4,50,216.1,1065.05,0,6,14,27,23,0
56,9,0,0,0,0,0,0,0,0,0
143,1,618,3665.2,288888.69,12,25,36,391,227,0
71,4,298,1490,98787,0,17,15,181,117,0
102,32,478,2737.95,186819.18,7,23,30,300,178,0
11,1,42,168,957.6,0,6,10,23,19,0
58,6,169,905.43,29946.97,4,21,20,106,63,0
